PathwayName	PathwayID
Prostacyclin signalling through prostacyclin receptor	REACT:R-HSA-392851
Prostanoid ligand receptors	REACT:R-HSA-391908
Prostate cancer	KEGG:hsa05215
Proteasome	KEGG:hsa03050
Proteasome, 19S regulatory particle (PA700)	KEGG:hsa_M00341
Proteasome, 20S core particle	KEGG:hsa_M00340
Protein digestion and absorption	KEGG:hsa04974
Protein export	KEGG:hsa03060
Protein folding	REACT:R-HSA-391251
Protein methylation	REACT:R-HSA-8876725
Protein processing in endoplasmic reticulum	KEGG:hsa04141
Protein-protein interactions at synapses	REACT:R-HSA-6794362
Protein repair	REACT:R-HSA-5676934
Protein ubiquitination	REACT:R-HSA-8852135
Proteoglycans in cancer	KEGG:hsa05205
Proton-coupled monocarboxylate transport	REACT:R-HSA-433692
Proton-coupled neutral amino acid transporters	REACT:R-HSA-428559
Proton/oligopeptide cotransporters	REACT:R-HSA-427975
Proximal tubule bicarbonate reclamation	KEGG:hsa04964
PRPP biosynthesis, ribose 5P => PRPP	KEGG:hsa_M00005
PTEN Loss of Function in Cancer	REACT:R-HSA-5674404
PTK6 Activates STAT3	REACT:R-HSA-8849474
PTK6 Down-Regulation	REACT:R-HSA-8849472
PTK6 Expression	REACT:R-HSA-8849473
PTK6 promotes HIF1A stabilization	REACT:R-HSA-8857538
PTK6 Regulates Cell Cycle	REACT:R-HSA-8849470
PTK6 Regulates Proteins Involved in RNA Processing	REACT:R-HSA-8849468
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	REACT:R-HSA-8849471
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	REACT:R-HSA-8849469
Purine catabolism	REACT:R-HSA-74259
Purine metabolism	KEGG:hsa00230
Purine metabolism	REACT:R-HSA-73847
Purine ribonucleoside monophosphate biosynthesis	REACT:R-HSA-73817
Purine salvage	REACT:R-HSA-74217
Pyrimidine biosynthesis	REACT:R-HSA-500753
Pyrimidine catabolism	REACT:R-HSA-73621
Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate	KEGG:hsa_M00046
Pyrimidine metabolism	KEGG:hsa00240
Pyrimidine metabolism	REACT:R-HSA-73848
Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	KEGG:hsa_M00052
Pyrimidine salvage reactions	REACT:R-HSA-73614
Pyrophosphate hydrolysis	REACT:R-HSA-71737
Pyruvate metabolism	KEGG:hsa00620
Pyruvate metabolism	REACT:R-HSA-70268
Pyruvate metabolism and Citric Acid (TCA) cycle	REACT:R-HSA-71406
Pyruvate oxidation, pyruvate => acetyl-CoA	KEGG:hsa_M00307
RAB GEFs exchange GTP for GDP on RABs	REACT:R-HSA-8876198
RAB geranylgeranylation	REACT:R-HSA-8873719
RA biosynthesis pathway	REACT:R-HSA-5365859
RAF activation	REACT:R-HSA-5673000
RAF-independent MAPK1/3 activation	REACT:R-HSA-112409
RAF/MAP kinase cascade	REACT:R-HSA-5673001
Rap1 signaling pathway	KEGG:hsa04015
Rap1 signalling	REACT:R-HSA-392517
Ras activation uopn Ca2+ infux through NMDA receptor	REACT:R-HSA-442982
RAS signaling downstream of NF1 loss-of-function variants	REACT:R-HSA-6802953
Ras signaling pathway	KEGG:hsa04014
Reactions specific to the complex N-glycan synthesis pathway	REACT:R-HSA-975578
Reactions specific to the hybrid N-glycan synthesis pathway	REACT:R-HSA-975574
Recognition and association of DNA glycosylase with site containing an affected purine	REACT:R-HSA-110330
Recognition and association of DNA glycosylase with site containing an affected pyrimidine	REACT:R-HSA-110328
Recognition of DNA damage by PCNA-containing replication complex	REACT:R-HSA-110314
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	REACT:R-HSA-5693565
Recruitment of mitotic centrosome proteins and complexes	REACT:R-HSA-380270
Recruitment of NuMA to mitotic centrosomes	REACT:R-HSA-380320
Recycling of bile acids and salts	REACT:R-HSA-159418
Recycling of eIF2:GDP	REACT:R-HSA-72731
Recycling pathway of L1	REACT:R-HSA-437239
Reduction of cytosolic Ca++ levels	REACT:R-HSA-418359
Reelin signalling pathway	REACT:R-HSA-8866376
Regulated Necrosis	REACT:R-HSA-5218859
Regulated proteolysis of p75NTR	REACT:R-HSA-193692
Regulation by c-FLIP	REACT:R-HSA-3371378
Regulation by TREX1	REACT:R-HSA-3248023
Regulation of actin cytoskeleton	KEGG:hsa04810
Regulation of actin dynamics for phagocytic cup formation	REACT:R-HSA-2029482
Regulation of activated PAK-2p34 by proteasome mediated degradation	REACT:R-HSA-211733
Regulation of APC/C activators between G1/S and early anaphase	REACT:R-HSA-176408
Regulation of Apoptosis	REACT:R-HSA-169911
Regulation of beta-cell development	REACT:R-HSA-186712
Regulation of cholesterol biosynthesis by SREBP (SREBF)	REACT:R-HSA-1655829
Regulation of Commissural axon pathfinding by Slit and Robo	REACT:R-HSA-428542
Regulation of Complement cascade	REACT:R-HSA-977606
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	REACT:R-HSA-446388
Regulation of DNA replication	REACT:R-HSA-69304
Regulation of FZD by ubiquitination	REACT:R-HSA-4641263
Regulation of gap junction activity	REACT:R-HSA-191650
Regulation of gene expression by Hypoxia-inducible Factor	REACT:R-HSA-1234158
Regulation of gene expression in beta cells	REACT:R-HSA-210745
Regulation of gene expression in early pancreatic precursor cells	REACT:R-HSA-210747
Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells	REACT:R-HSA-210746
Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells	REACT:R-HSA-210744
Regulation of Glucokinase by Glucokinase Regulatory Protein	REACT:R-HSA-170822
Regulation of HSF1-mediated heat shock response	REACT:R-HSA-3371453
Regulation of Hypoxia-inducible Factor (HIF) by oxygen	REACT:R-HSA-1234174
Regulation of IFNA signaling	REACT:R-HSA-912694
Regulation of IFNG signaling	REACT:R-HSA-877312
Regulation of innate immune responses to cytosolic DNA	REACT:R-HSA-3134975
Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	REACT:R-HSA-381426
Regulation of insulin secretion	REACT:R-HSA-422356
Regulation of KIT signaling	REACT:R-HSA-1433559
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	REACT:R-HSA-400206
Regulation of lipolysis in adipocytes	KEGG:hsa04923
Regulation of mitotic cell cycle	REACT:R-HSA-453276
Regulation of mRNA stability by proteins that bind AU-rich elements	REACT:R-HSA-450531
Regulation of necroptotic cell death	REACT:R-HSA-5675482
Regulation of ornithine decarboxylase (ODC)	REACT:R-HSA-350562
Regulation of PAK-2p34 activity by PS-GAP/RHG10	REACT:R-HSA-211728
Regulation of PLK1 Activity at G2/M Transition	REACT:R-HSA-2565942
Regulation of pyruvate dehydrogenase (PDH) complex	REACT:R-HSA-204174
Regulation of RAS by GAPs	REACT:R-HSA-5658442
Regulation of signaling by CBL	REACT:R-HSA-912631
Regulation of signaling by NODAL	REACT:R-HSA-1433617
Regulation of thyroid hormone activity	REACT:R-HSA-350864
Regulation of TLR by endogenous ligand	REACT:R-HSA-5686938
Regulation of TNFR1 signaling	REACT:R-HSA-5357905
Regulation of TP53 Activity	REACT:R-HSA-5633007
Regulation of TP53 Activity through Acetylation	REACT:R-HSA-6804758
Regulation of TP53 Activity through Association with Co-factors	REACT:R-HSA-6804759
Regulation of TP53 Activity through Methylation	REACT:R-HSA-6804760
Regulation of TP53 Activity through Phosphorylation	REACT:R-HSA-6804756
Regulation of TP53 Degradation	REACT:R-HSA-6804757
Regulation of TP53 Expression	REACT:R-HSA-6804754
Regulation of TP53 Expression and Degradation	REACT:R-HSA-6806003
Relaxin receptors	REACT:R-HSA-444821
Release	REACT:R-HSA-168298
Release of apoptotic factors from the mitochondria	REACT:R-HSA-111457
Release of Hh-Np from the secreting cell	REACT:R-HSA-5362798
Removal of aminoterminal propeptides from gamma-carboxylated proteins	REACT:R-HSA-159782
Removal of licensing factors from origins	REACT:R-HSA-69300
Removal of the Flap Intermediate	REACT:R-HSA-69166
Removal of the Flap Intermediate from the C-strand	REACT:R-HSA-174437
Renal cell carcinoma	KEGG:hsa05211
Renin-angiotensin system	KEGG:hsa04614
Renin secretion	KEGG:hsa04924
Repression of WNT target genes	REACT:R-HSA-4641265
Reproduction	REACT:R-HSA-1474165
Resolution of Abasic Sites (AP sites)	REACT:R-HSA-73933
Resolution of AP sites via the multiple-nucleotide patch replacement pathway	REACT:R-HSA-110373
Resolution of AP sites via the single-nucleotide replacement pathway	REACT:R-HSA-110381
Resolution of D-Loop Structures	REACT:R-HSA-5693537
Resolution of D-loop Structures through Holliday Junction Intermediates	REACT:R-HSA-5693568
Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	REACT:R-HSA-5693554
Resolution of Sister Chromatid Cohesion	REACT:R-HSA-2500257
Respiratory electron transport	REACT:R-HSA-611105
Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	REACT:R-HSA-163200
Response of Mtb to phagocytosis	REACT:R-HSA-1222499
Response to elevated platelet cytosolic Ca2+	REACT:R-HSA-76005
Response to metal ions	REACT:R-HSA-5660526
Retinoid cycle disease events	REACT:R-HSA-2453864
Retinoid metabolism and transport	REACT:R-HSA-975634
Retinoid metabolism disease events	REACT:R-HSA-6809583
Retinol metabolism	KEGG:hsa00830
Retrograde endocannabinoid signaling	KEGG:hsa04723
Retrograde neurotrophin signalling	REACT:R-HSA-177504
Retrograde transport at the Trans-Golgi-Network	REACT:R-HSA-6811440
RET signaling	REACT:R-HSA-8853659
Reuptake of GABA	REACT:R-HSA-888593
Reversal of alkylation damage by DNA dioxygenases	REACT:R-HSA-73943
Reverse Transcription of HIV RNA	REACT:R-HSA-162589
Reversible hydration of carbon dioxide	REACT:R-HSA-1475029
Rev-mediated nuclear export of HIV RNA	REACT:R-HSA-165054
RF-C complex	KEGG:hsa_M00289
Rhesus glycoproteins mediate ammonium transport.	REACT:R-HSA-444411
Rheumatoid arthritis	KEGG:hsa05323
Rho GTPase cycle	REACT:R-HSA-194840
RHO GTPase Effectors	REACT:R-HSA-195258
RHO GTPases activate CIT	REACT:R-HSA-5625900
RHO GTPases Activate Formins	REACT:R-HSA-5663220
RHO GTPases activate IQGAPs	REACT:R-HSA-5626467
RHO GTPases activate KTN1	REACT:R-HSA-5625970
RHO GTPases Activate NADPH Oxidases	REACT:R-HSA-5668599
RHO GTPases activate PAKs	REACT:R-HSA-5627123
RHO GTPases activate PKNs	REACT:R-HSA-5625740
RHO GTPases Activate Rhotekin and Rhophilins	REACT:R-HSA-5666185
RHO GTPases Activate ROCKs	REACT:R-HSA-5627117
RHO GTPases Activate WASPs and WAVEs	REACT:R-HSA-5663213
RHO GTPases regulate CFTR trafficking	REACT:R-HSA-5627083
Riboflavin metabolism	KEGG:hsa00740
Ribosomal scanning and start codon recognition	REACT:R-HSA-72702
Ribosome	KEGG:hsa03010
Ribosome biogenesis in eukaryotes	KEGG:hsa03008
Ribosome, eukaryotes	KEGG:hsa_M00177
RIG-I-like receptor signaling pathway	KEGG:hsa04622
RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACT:R-HSA-168928
RIPK1-mediated regulated necrosis	REACT:R-HSA-5213460
RIP-mediated NFkB activation via ZBP1	REACT:R-HSA-1810476
RMTs methylate histone arginines	REACT:R-HSA-3214858
RNA degradation	KEGG:hsa03018
RNA Pol II CTD phosphorylation and interaction with CE	REACT:R-HSA-77075
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	REACT:R-HSA-167160
RNA polymerase	KEGG:hsa03020
RNA Polymerase I Chain Elongation	REACT:R-HSA-73777
RNA polymerase I, eukaryotes	KEGG:hsa_M00182
RNA polymerase II, eukaryotes	KEGG:hsa_M00180
RNA Polymerase II HIV Promoter Escape	REACT:R-HSA-167162
RNA Polymerase III Abortive And Retractive Initiation	REACT:R-HSA-749476
RNA Polymerase III Chain Elongation	REACT:R-HSA-73780
RNA polymerase III, eukaryotes	KEGG:hsa_M00181
RNA Polymerase III Transcription	REACT:R-HSA-74158
RNA Polymerase III Transcription Initiation	REACT:R-HSA-76046
RNA Polymerase III Transcription Initiation From Type 1 Promoter	REACT:R-HSA-76061
RNA Polymerase III Transcription Initiation From Type 2 Promoter	REACT:R-HSA-76066
RNA Polymerase III Transcription Initiation From Type 3 Promoter	REACT:R-HSA-76071
RNA Polymerase III Transcription Termination	REACT:R-HSA-73980
RNA Polymerase II Pre-transcription Events	REACT:R-HSA-674695
RNA Polymerase II Promoter Escape	REACT:R-HSA-73776
RNA polymerase II transcribes snRNA genes	REACT:R-HSA-6807505
RNA Polymerase II Transcription	REACT:R-HSA-73857
RNA Polymerase II Transcription Elongation	REACT:R-HSA-75955
RNA Polymerase II Transcription Initiation	REACT:R-HSA-75953
RNA Polymerase II Transcription Initiation And Promoter Clearance	REACT:R-HSA-76042
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	REACT:R-HSA-73779
RNA Polymerase II Transcription Termination	REACT:R-HSA-73856
RNA Polymerase I Promoter Clearance	REACT:R-HSA-73854
RNA Polymerase I Promoter Escape	REACT:R-HSA-73772
RNA Polymerase I Promoter Opening	REACT:R-HSA-73728
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	REACT:R-HSA-504046
RNA Polymerase I Transcription	REACT:R-HSA-73864
RNA Polymerase I Transcription Initiation	REACT:R-HSA-73762
RNA Polymerase I Transcription Termination	REACT:R-HSA-73863
RNA transport	KEGG:hsa03013
RNF mutants show enhanced WNT signaling and proliferation	REACT:R-HSA-5340588
Role of Abl in Robo-Slit signaling	REACT:R-HSA-428890
Role of LAT2/NTAL/LAB on calcium mobilization	REACT:R-HSA-2730905
Role of phospholipids in phagocytosis	REACT:R-HSA-2029485
Role of second messengers in netrin-1 signaling	REACT:R-HSA-418890
RORA activates gene expression	REACT:R-HSA-1368082
ROS, RNS production in phagocytes	REACT:R-HSA-1222556
RPA complex	KEGG:hsa_M00288
RPIA deficiency: failed conversion of R5P to RU5P	REACT:R-HSA-5659996
RPIA deficiency: failed conversion of RU5P to R5P	REACT:R-HSA-6791461
rRNA modification in the mitochondrion	REACT:R-HSA-6793080
rRNA modification in the nucleus and cytosol	REACT:R-HSA-6790901
rRNA processing	REACT:R-HSA-72312
rRNA processing in the mitochondrion	REACT:R-HSA-8868766
rRNA processing in the nucleus and cytosol	REACT:R-HSA-8868773
RSK activation	REACT:R-HSA-444257
S33 mutants of beta-catenin aren't phosphorylated	REACT:R-HSA-5358747
S37 mutants of beta-catenin aren't phosphorylated	REACT:R-HSA-5358749
S45 mutants of beta-catenin aren't phosphorylated	REACT:R-HSA-5358751
Salivary secretion	KEGG:hsa04970
Salmonella infection	KEGG:hsa05132
SALM protein interactions at the synapses	REACT:R-HSA-8849932
Scavenging by Class A Receptors	REACT:R-HSA-3000480
Scavenging by Class B Receptors	REACT:R-HSA-3000471
Scavenging by Class F Receptors	REACT:R-HSA-3000484
Scavenging by Class H Receptors	REACT:R-HSA-3000497
Scavenging of heme from plasma	REACT:R-HSA-2168880
SCF-beta-TrCP mediated degradation of Emi1	REACT:R-HSA-174113
SCF-BTRC complex	KEGG:hsa_M00380
SCF-FBS complex	KEGG:hsa_M00382
SCF-FBW7 complex	KEGG:hsa_M00387
SCF-SKP2 complex	KEGG:hsa_M00381
SCF(Skp2)-mediated degradation of p27/p21	REACT:R-HSA-187577
Sec61 complex	KEGG:hsa_M00401
Selenoamino acid metabolism	REACT:R-HSA-2408522
Selenocompound metabolism	KEGG:hsa00450
Selenocysteine synthesis	REACT:R-HSA-2408557
Sema3A PAK dependent Axon repulsion	REACT:R-HSA-399954
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	REACT:R-HSA-399955
Sema4D induced cell migration and growth-cone collapse	REACT:R-HSA-416572
Sema4D in semaphorin signaling	REACT:R-HSA-400685
Sema4D mediated inhibition of cell attachment and migration	REACT:R-HSA-416550
Semaphorin interactions	REACT:R-HSA-373755
SeMet incorporation into proteins	REACT:R-HSA-2408517
Senescence-Associated Secretory Phenotype (SASP)	REACT:R-HSA-2559582
Sensing of DNA Double Strand Breaks	REACT:R-HSA-5693548
Separation of Sister Chromatids	REACT:R-HSA-2467813
Serine biosynthesis	REACT:R-HSA-977347
Serine biosynthesis, glycerate-3P => serine	KEGG:hsa_M00020
Serotonergic synapse	KEGG:hsa04726
Serotonin and melatonin biosynthesis	REACT:R-HSA-209931
Serotonin clearance from the synaptic cleft	REACT:R-HSA-380615
Serotonin Neurotransmitter Release Cycle	REACT:R-HSA-181429
Serotonin receptors	REACT:R-HSA-390666
Severe congenital neutropenia type 4 (G6PC3)	REACT:R-HSA-3282872
SHC1 events in EGFR signaling	REACT:R-HSA-180336
SHC1 events in ERBB2 signaling	REACT:R-HSA-1250196
SHC1 events in ERBB4 signaling	REACT:R-HSA-1250347
SHC-mediated cascade:FGFR1	REACT:R-HSA-5654688
SHC-mediated cascade:FGFR2	REACT:R-HSA-5654699
SHC-mediated cascade:FGFR3	REACT:R-HSA-5654704
SHC-mediated cascade:FGFR4	REACT:R-HSA-5654719
SHC-related events triggered by IGF1R	REACT:R-HSA-2428933
Shelterin complex	KEGG:hsa_M00424
Shigellosis	KEGG:hsa05131
Sialic acid metabolism	REACT:R-HSA-4085001
Signal amplification	REACT:R-HSA-392518
Signal attenuation	REACT:R-HSA-74749
Signaling by activated point mutants of FGFR1	REACT:R-HSA-1839122
Signaling by activated point mutants of FGFR3	REACT:R-HSA-1839130
Signaling by Activin	REACT:R-HSA-1502540
Signaling by BMP	REACT:R-HSA-201451
Signaling by BRAF and RAF fusions	REACT:R-HSA-6802952
Signaling by cytosolic FGFR1 fusion mutants	REACT:R-HSA-1839117
Signaling by EGFR	REACT:R-HSA-177929
Signaling by EGFR in Cancer	REACT:R-HSA-1643713
Signaling by EGFRvIII in Cancer	REACT:R-HSA-5637812
Signaling by ERBB2	REACT:R-HSA-1227986
Signaling by ERBB4	REACT:R-HSA-1236394
Signaling by FGFR	REACT:R-HSA-190236
Signaling by FGFR1	REACT:R-HSA-5654736
Signaling by FGFR1 amplification mutants	REACT:R-HSA-1839120
Signaling by FGFR1 in disease	REACT:R-HSA-5655302
Signaling by FGFR2	REACT:R-HSA-5654738
Signaling by FGFR2 amplification mutants	REACT:R-HSA-2023837
Signaling by FGFR2 fusions	REACT:R-HSA-8853333
Signaling by FGFR2 IIIa TM	REACT:R-HSA-8851708
Signaling by FGFR2 in disease	REACT:R-HSA-5655253
Signaling by FGFR3	REACT:R-HSA-5654741
Signaling by FGFR3 fusions in cancer	REACT:R-HSA-8853334
Signaling by FGFR3 in disease	REACT:R-HSA-5655332
Signaling by FGFR3 point mutants in cancer	REACT:R-HSA-8853338
Signaling by FGFR4	REACT:R-HSA-5654743
Signaling by FGFR4 in disease	REACT:R-HSA-5655291
Signaling by FGFR in disease	REACT:R-HSA-1226099
Signaling by GPCR	REACT:R-HSA-372790
Signaling by Hedgehog	REACT:R-HSA-5358351
Signaling by high-kinase activity BRAF mutants	REACT:R-HSA-6802948
Signaling by Hippo	REACT:R-HSA-2028269
Signaling by Insulin receptor	REACT:R-HSA-74752
Signaling by Interleukins	REACT:R-HSA-449147
Signaling by Leptin	REACT:R-HSA-2586552
Signaling by Ligand-Responsive EGFR Variants in Cancer	REACT:R-HSA-5637815
Signaling by MET	REACT:R-HSA-6806834
Signaling by moderate kinase activity BRAF mutants	REACT:R-HSA-6802946
Signaling by MST1	REACT:R-HSA-8852405
Signaling by NODAL	REACT:R-HSA-1181150
Signaling by NOTCH	REACT:R-HSA-157118
Signaling by NOTCH1	REACT:R-HSA-1980143
Signaling by NOTCH1 HD Domain Mutants in Cancer	REACT:R-HSA-2691230
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	REACT:R-HSA-2894858
Signaling by NOTCH1 in Cancer	REACT:R-HSA-2644603
Signaling by NOTCH1 PEST Domain Mutants in Cancer	REACT:R-HSA-2644602
Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	REACT:R-HSA-2660825
Signaling by NOTCH2	REACT:R-HSA-1980145
Signaling by NOTCH3	REACT:R-HSA-1980148
Signaling by NOTCH4	REACT:R-HSA-1980150
Signaling by Overexpressed Wild-Type EGFR in Cancer	REACT:R-HSA-5638302
Signaling by PDGF	REACT:R-HSA-186797
Signaling by plasma membrane FGFR1 fusions	REACT:R-HSA-8853336
Signaling by PTK6	REACT:R-HSA-8848021
Signaling by RAS mutants	REACT:R-HSA-6802949
Signaling by Retinoic Acid	REACT:R-HSA-5362517
Signaling by Rho GTPases	REACT:R-HSA-194315
Signaling by Robo receptor	REACT:R-HSA-376176
Signaling by SCF-KIT	REACT:R-HSA-1433557
Signaling by TGF-beta Receptor Complex	REACT:R-HSA-170834
Signaling by TGF-beta Receptor Complex in Cancer	REACT:R-HSA-3304351
Signaling by the B Cell Receptor (BCR)	REACT:R-HSA-983705
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
Signaling by VEGF	REACT:R-HSA-194138
Signaling by Wnt	REACT:R-HSA-195721
Signaling by WNT in cancer	REACT:R-HSA-4791275
Signaling pathways regulating pluripotency of stem cells	KEGG:hsa04550
Signalling by NGF	REACT:R-HSA-166520
Signalling to ERK5	REACT:R-HSA-198765
Signalling to ERKs	REACT:R-HSA-187687
Signalling to p38 via RIT and RIN	REACT:R-HSA-187706
Signalling to RAS	REACT:R-HSA-167044
Signalling to STAT3	REACT:R-HSA-198745
Signal regulatory protein (SIRP) family interactions	REACT:R-HSA-391160
Signal Transduction	REACT:R-HSA-162582
Signal transduction by L1	REACT:R-HSA-445144
SIRT1 negatively regulates rRNA Expression	REACT:R-HSA-427359
Ski complex	KEGG:hsa_M00392
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	REACT:R-HSA-77588
SLBP independent Processing of Histone Pre-mRNAs	REACT:R-HSA-111367
SLC-mediated transmembrane transport	REACT:R-HSA-425407
SLC transporter disorders	REACT:R-HSA-5619102
SMAC binds to IAPs	REACT:R-HSA-111463
SMAC-mediated apoptotic response	REACT:R-HSA-111469
SMAC-mediated dissociation of IAP:caspase complexes	REACT:R-HSA-111464
SMAD2/3 MH2 Domain Mutants in Cancer	REACT:R-HSA-3315487
SMAD2/3 Phosphorylation Motif Mutants in Cancer	REACT:R-HSA-3304356
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	REACT:R-HSA-2173796
SMAD4 MH2 Domain Mutants in Cancer	REACT:R-HSA-3311021
Small cell lung cancer	KEGG:hsa05222
Small interfering RNA (siRNA) biogenesis	REACT:R-HSA-426486
Sm core complex	KEGG:hsa_M00398
Smooth Muscle Contraction	REACT:R-HSA-445355
SNARE interactions in vesicular transport	KEGG:hsa04130
snRNP Assembly	REACT:R-HSA-191859
Sodium/Calcium exchangers	REACT:R-HSA-425561
Sodium-coupled phosphate cotransporters	REACT:R-HSA-427652
Sodium-coupled sulphate, di- and tri-carboxylate transporters	REACT:R-HSA-433137
Sodium/Proton exchangers	REACT:R-HSA-425986
SOS-mediated signalling	REACT:R-HSA-112412
Sperm Motility And Taxes	REACT:R-HSA-1300642
Sperm:Oocyte Membrane Binding	REACT:R-HSA-1300652
S Phase	REACT:R-HSA-69242
Sphingolipid de novo biosynthesis	REACT:R-HSA-1660661
Sphingolipid metabolism	KEGG:hsa00600
Sphingolipid metabolism	REACT:R-HSA-428157
Sphingolipid signaling pathway	KEGG:hsa04071
Sphingosine biosynthesis	KEGG:hsa_M00099
Sphingosine degradation	KEGG:hsa_M00100
Spliceosome	KEGG:hsa03040
Spliceosome, 35S U5-snRNP	KEGG:hsa_M00355
Spliceosome, Prp19/CDC5L complex	KEGG:hsa_M00353
Spliceosome, U1-snRNP	KEGG:hsa_M00351
Spliceosome, U2-snRNP	KEGG:hsa_M00352
Spliceosome, U4/U6.U5 tri-snRNP	KEGG:hsa_M00354
Spry regulation of FGF signaling	REACT:R-HSA-1295596
SRP-dependent cotranslational protein targeting to membrane	REACT:R-HSA-1799339
Stabilization of p53	REACT:R-HSA-69541
Staphylococcus aureus infection	KEGG:hsa05150
Starch and sucrose metabolism	KEGG:hsa00500
STAT6-mediated induction of chemokines	REACT:R-HSA-3249367
Steroid biosynthesis	KEGG:hsa00100
Steroid hormone biosynthesis	KEGG:hsa00140
Steroid hormone biosynthesis, cholesterol => prognenolone => progesterone	KEGG:hsa_M00107
Sterols are 12-hydroxylated by CYP8B1	REACT:R-HSA-211994
Stimulation of the cell death response by PAK-2p34	REACT:R-HSA-211736
Stimuli-sensing channels	REACT:R-HSA-2672351
STING mediated induction of host immune responses	REACT:R-HSA-1834941
Striated Muscle Contraction	REACT:R-HSA-390522
Succinate dehydrogenase (ubiquinone)	KEGG:hsa_M00148
Sulfide oxidation to sulfate	REACT:R-HSA-1614517
Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	KEGG:hsa_M00067
Sulfur amino acid metabolism	REACT:R-HSA-1614635
Sulfur metabolism	KEGG:hsa00920
Sulfur relay system	KEGG:hsa04122
SUMO E3 ligases SUMOylate target proteins	REACT:R-HSA-3108232
SUMO is conjugated to E1 (UBA2:SAE1)	REACT:R-HSA-3065676
SUMO is proteolytically processed	REACT:R-HSA-3065679
SUMO is transferred from E1 to E2 (UBE2I, UBC9)	REACT:R-HSA-3065678
SUMOylation	REACT:R-HSA-2990846
SUMOylation of chromatin organization proteins	REACT:R-HSA-4551638
SUMOylation of DNA damage response and repair proteins	REACT:R-HSA-3108214
SUMOylation of DNA replication proteins	REACT:R-HSA-4615885
SUMOylation of RNA binding proteins	REACT:R-HSA-4570464
SUMOylation of transcription factors	REACT:R-HSA-3232118
Surfactant metabolism	REACT:R-HSA-5683826
Survival motor neuron (SMN) complex	KEGG:hsa_M00426
Switching of origins to a post-replicative state	REACT:R-HSA-69052
Synaptic vesicle cycle	KEGG:hsa04721
Syndecan interactions	REACT:R-HSA-3000170
Synthesis and degradation of ketone bodies	KEGG:hsa00072
Synthesis and interconversion of nucleotide di- and triphosphates	REACT:R-HSA-499943
Synthesis and processing of ENV and VPU	REACT:R-HSA-171286
Synthesis And Processing Of GAG, GAGPOL Polyproteins	REACT:R-HSA-174495
Synthesis of 12-eicosatetraenoic acid derivatives	REACT:R-HSA-2142712
Synthesis of 15-eicosatetraenoic acid derivatives	REACT:R-HSA-2142770
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	REACT:R-HSA-2142816
Synthesis of 5-eicosatetraenoic acids	REACT:R-HSA-2142688
Synthesis of active ubiquitin: roles of E1 and E2 enzymes	REACT:R-HSA-8866652
Synthesis of bile acids and bile salts	REACT:R-HSA-192105
Synthesis of bile acids and bile salts via 24-hydroxycholesterol	REACT:R-HSA-193775
Synthesis of bile acids and bile salts via 27-hydroxycholesterol	REACT:R-HSA-193807
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	REACT:R-HSA-193368
Synthesis of BMP	REACT:R-HSA-1483171
Synthesis of CL	REACT:R-HSA-1483076
Synthesis of diphthamide-EEF2	REACT:R-HSA-5358493
Synthesis of DNA	REACT:R-HSA-69239
Synthesis of Dolichyl-phosphate	REACT:R-HSA-446199
Synthesis of dolichyl-phosphate-glucose	REACT:R-HSA-480985
Synthesis of dolichyl-phosphate mannose	REACT:R-HSA-162699
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	REACT:R-HSA-2142670
Synthesis of GDP-mannose	REACT:R-HSA-446205
Synthesis of glycosylphosphatidylinositol (GPI)	REACT:R-HSA-162710
Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	REACT:R-HSA-2142696
